stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
391,102156,4015 W @ 4878 S,,40.663345,-111.987053,,,,,,0
506,102157,4015 W @ 5000 S,,40.66028,-111.987056,,,,,,0
870,135009,Constitution Blvd @ 3662 S,,40.692636,-111.958136,,,,,,1
887,135026,Constitution Blvd @ 3601 S,3601 S Constitution Blvd & 3500 S,40.69391,-111.957789,,,,,,1
1022,118161,University Hospital,North Medical Dr & 50 N,40.772535,-111.837594,,,,,,1
1024,117229,Redwood Rd / 700 N (SB),683 N Redwood Road & 700 N,40.784353,-111.939554,,,,,,0
1029,812002,State St @ 101 S,101 S State St & 800 N,40.295471,-111.694104,,,,,,1
1038,812011,State St @ 830 N,830 N State St & 800 N,40.313278,-111.701888,,,,,,1
1040,812013,State St @ 1090 N,1090 N State St & 1080 N,40.317158,-111.703591,,,,,,1
1041,812014,State St @ 1220 N,1220 N State St & 1200 N,40.319878,-111.704794,,,,,,0
1045,812018,State St @ 1960 N,1960 N State St & 2000 N,40.332719,-111.712453,,,,,,0
1054,812027,State St @ 1975 N,1975 N State St & 2000 N,40.333298,-111.713371,,,,,,0
1059,812032,State St @ 1185 N,1190 N State St,40.319021,-111.704728,,,,,,0
1066,812039,State St. @ 471 N,,40.305786,-111.699015,,,,,,1
1067,812040,State St @ 381 N,State St. & 381 N,40.303694,-111.698139,,,,,,0
1071,812044,State St @ 20 S,State St. & 22 S,40.296655,-111.69507,,,,,,1
1253,125371,900 W / California Ave (NB),1319 S 900 W & W 1300 S,40.741116,-111.916761,,,,,,1
1711,135285,SLCC Transit Center (Bay F),1885 W Bruin Blvd & 1940 W,40.674518,-111.942491,,,,,,1
1725,138045,3900 S @ 2722 E,2722 E 3900 S & 2700 E,40.687021,-111.814588,,,,,,1
1742,138062,3900 S @ 2681 E,2681 E 3900 S & 2700 S,40.687138,-111.81544,,,,,,1
1760,138081,2300 E @ 4510 S,4510 S 2300 E & 4500 S,40.673866,-111.824613,,,,,,0
1775,138097,Murray Holladay Rd @ 1868 E,1868 E Murray Holladay Rd & Highland Blvd,40.665783,-111.838718,,,,,,0
1776,138098,Murray Holladay Rd @ 1910 E,1910 E Murray Holladay Rd & Highland Dr,40.665779,-111.837373,,,,,,1
1819,138140,3300 S @ 3301 E,3301 E 3300 S & 3300 E,40.699971,-111.800396,,,,,,0
1844,138164,3300 S @ 2035 E,2035 E 3300 S & 2100 E,40.699958,-111.832888,,,,,,0
1849,138169,3300 S @ 2010 E,2010 E 3300 S & 2000 E,40.699791,-111.833697,,,,,,0
1852,138172,3300 S @ 2290 E,2290 E 3300 S & 2300 E,40.699803,-111.825038,,,,,,0
1885,138205,2000 E @ 2710 S,2000 E & 2712 S,40.712341,-111.834187,,,,,,1
1926,154038,State St @ 6300 S,6300 S State St & 6000 S,40.63481,-111.889144,,,,,,1
1927,154039,State St @ 6200 S,6200 S State St & 6000 S,40.636249,-111.889072,,,,,,1
1958,154071,900 E / 5600 S (SB),900 E & 5608 S,40.649212,-111.866099,,,,,,0
1998,154113,1300 E @ 5581 S,,40.649975,-111.854383,,,,,,0
2024,154139,1300 E @ 6980 S,6980 S 1300 E & Fort Union Blvd,40.626942,-111.854874,,,,,,1
2134,138262,Wasatch Blvd @ 3305 S,3305 S Wasatch Blvd & Ramp,40.699696,-111.794546,,,,,,1
2144,138272,Wasatch Blvd @ 4470 S,4470 S Wasatch Blvd & 4500 S,40.674781,-111.801245,,,,,,0
2149,S156001,Big Cottonwood Canyon P+R (Down),Big Cottonwood Park And Ride & E Big Cottonwood Canyon Rd,40.619489,-111.786845,,,,,,1
2202,126491,U Social Work Building (EB),1530 E South Campus Dr & 600 S,40.760138,-111.846654,,,,,,1
2222,154171,State St @ 5590 S,5590 S State St & 5600 S,40.649543,-111.888732,,,,,,0
2228,154177,State St @ 6206 S,6210 S State St,40.635728,-111.889473,,,,,,0
2333,127221,2100 S / 1900 E (WB),1881 E 2100 S & 1900 E,40.725578,-111.837085,,,,,,1
2426,126498,Guardsman Way / 500 S (SB),510 S Guardsman Way & 500 S,40.757942,-111.845493,,,,,,0
2440,817249,500 W @ 1145 N,1145 N 500 W & 1230 N,40.250005,-111.667588,,,,,,0
2450,817259,State St @ 1248 N,1248 N State St & 1230 N,40.251103,-111.667531,,,,,,1
2499,817308,University Ave / 960 N (NB),1020 N University Ave & 960 N,40.246981,-111.658493,,,,,,0
2641,816003,UVU Station (Adjacent bus stop WB),,40.27584,-111.712223,,,,,,1
2682,136156,700 W @ 3575 S,3575 S 700 W & 3600 S,40.692436,-111.911123,,,,,,1
2701,136175,700 W @ 3600 S,3600 S 700 W & 3650 S,40.692217,-111.911311,,,,,,1
2725,127042,1900 E @ 886 S,886 S 1900 E & E 900 S,40.749919,-111.836608,,,,,,0
2759,127077,1900 E @ 901 S,901 S 1900 E & 900 S,40.749641,-111.836469,,,,,,0
2778,118091,11th Ave / L St (EB),756 E 11Th Ave & L St,40.781825,-111.866673,,,,,,0
2780,118093,11th Ave / Virginia St (EB),1248 E 11Th Ave & Virginia St,40.778209,-111.85236,,,,,,0
2786,118099,Virginia St / 3rd Ave (NB),148 N Virginia St & 3Rd Ave,40.772693,-111.852201,,,,,,0
2789,118102,11th Ave / Virginia St (WB),1225 E 11Th Ave & Virginia St,40.778355,-111.852748,,,,,,0
2791,118104,11th Ave / L St (WB),735 E 11Th Ave & L St,40.781916,-111.867379,,,,,,0
2933,151027,5400 S / 5600 W (EB),5574 W 5400 S & 5600 W,40.652921,-112.024052,,,,,,1
3028,137103,Edgehill St @ 2808 S,2808 S Edgehill St & Charlton Ave,40.710366,-111.855201,,,,,,0
3035,137110,1300 E @ 3310 S,3310 S 1300 E & 3300 S,40.699335,-111.854145,,,,,,0
3043,137118,1300 E @ 3946 S,3946 S 1300 E & E 3930 S,40.685974,-111.854234,,,,,,1
3050,137125,1300 E @ 4450 S,4450 S 1300 E & 4500 S,40.675082,-111.85424,,,,,,0
3079,137013,900 E / 3300 S (NB),3265 S 900 E & College St,40.700349,-111.865368,,,,,,0
3094,137029,900 E / 3300 S (SB),3334 S 900 E & 3300 S,40.699053,-111.865582,,,,,,0
3102,137037,900 E / 4500 S (SB),4516  & 4500 S,40.67359,-111.865719,,,,,,0
3111,126094,500 E / 2100 S (SB),500 E & 2110 S,40.725107,-111.876935,,,,,,0
3126,137054,500 E / 3300 S (SB),500 E & 3334 S,40.699132,-111.877045,,,,,,1
3133,137061,500 E / 3900 S (SB),3924 S 500 E,40.686613,-111.877119,,,,,,1
3141,137069,500 E / 4500 S (SB),500 E & 4482 S,40.674747,-111.877088,,,,,,0
3142,137070,500 E / 4500 S (NB),500 E & 4443 S,40.674965,-111.8769,,,,,,0
3157,137085,500 E / 3300 S (NB),500 E & 3251 S,40.700298,-111.876855,,,,,,0
3172,126105,500 E / 2100 S (NB),2125 S 500 E & Commonwealth Ave,40.724747,-111.876755,,,,,,1
3188,126121,900 E / Emerson Ave (NB),1477 S 900 E & 1300 S,40.737492,-111.865286,,,,,,0
3266,132009,9150 W / Magna Main St (SB),2702 S 9150 W & 400 S,40.710641,-112.109524,,,,,,1
3324,133048,3500 S / 7200 W (EB),7225 W 3500 S & 7200 W,40.696412,-112.064376,,,,,,1
3404,182005,Main St @ 307 N,307 N Main St & 500 N,40.536553,-112.298592,,,,,,1
3432,182024,400 S @ 96 W,96 W 400 S & 100 W,40.523187,-112.301381,,,,,,0
3554,115017,Wiley Post Way @ 4815 W,4815 W Wiley Post Way & Wright Brothers Dr,40.773465,-112.006378,,,,,,0
3569,118017,9th Ave / LDS Hospital (EB),342 E 9Th Ave & 8Th Ave,40.779598,-111.879916,,,,,,1
3583,118032,Virginia St / 3rd Ave (SB),153 N Virginia St & 3Rd Ave,40.773009,-111.852328,,,,,,0
3711,104054,Main St @ 529 S,529 S Main St & S 500 E,41.026656,-111.930587,,,,,,1
3726,101088,Gentile St @ 357 E    (Layton),357 E Gentile St,41.06019,-111.959494,,,,,,0
3848,101065,Fort Ln @ 70 S    (Layton),70 S Fort Ln & Gentile St,41.059121,-111.957755,,,,,,0
3864,102060,Main St @ 50 S      (Kaysville),50 S Main St & 100 N,41.034146,-111.938783,,,,,,1
3910,633107,Main St @ 799 N,799 N Main St & 800 N,41.124991,-112.026183,,,,,,0
3916,633113,13Th St @ 1601 S,1601 S 13Th St & 1700 S,41.090542,-112.018991,,,,,,0
3917,633114,13Th St @ 1600 S,1600 S 13Th St & 1700 S,41.090301,-112.018488,,,,,,0
3928,633125,Main St @ 2065 N    (Layton),2065 N Main St & Antelope Ave,41.090091,-112.002232,,,,,,0
3996,622045,Wilson Lane @ 1756 W,1756 Wilson Ln & Painter Ln,41.228895,-112.021718,,,,,,1
4002,610027,2600 N @ 1698 W,1698 W 2600 N & 2700 N,41.304281,-112.024491,,,,,,0
4170,118073,3rd Ave / A St (WB),203 E 3rd Ave & A St,40.772888,-111.883415,,,,,,0
4301,125070,400 S @ 902 W,902 W 400 S & 900 W,40.760772,-111.917239,,,,,,0
4436,109171,Main St @ 1 S    (Bountiful),1 S Main St & Center St,40.889217,-111.880597,,,,,,1
4572,820093,University Ave @ 1190 S,1181 S University Ave,40.218227,-111.659126,,,,,,0
4622,820143,100 N @ 30 W,30 W 100 N & University Ave,40.235203,-111.659206,,,,,,1
4624,820145,100 N @ 280 W,,40.235215,-111.663646,,,,,,0
4663,820184,100 N @ 485 W,485 W 100 N & 500 W,40.235072,-111.667061,,,,,,0
4702,825073,Expressway Ln @ 940 E,940 E Expressway Ln & 800 N,40.121537,-111.638414,,,,,,0
4703,825074,Expressway Lane @ 945 E,945 E Expressway Lane & 800 N,40.121572,-111.638752,,,,,,0
4767,820078,University Ave @ 1235 S,1235 S University Ave & 1200 S,40.217026,-111.658798,,,,,,0
4772,820083,University Ave @ 95 S,95 S University Ave & 100 S,40.232621,-111.658559,,,,,,1
4821,117015,Redwood Rd / 700 N (NB),720 N Redwood Rd & 700 N,40.785345,-111.939231,,,,,,0
4862,117054,North Temple / 300 W (WB),330 W & NORTH TEMPLE,40.771677,-111.90048,,,,,,1
4874,117066,Redwood Rd / North Temple (NB),120 N Redwood Rd & North Temple,40.772549,-111.939112,,,,,,1
4876,117068,Redwood Rd / South Temple (NB),20 N Redwood Rd & North Temple,40.770221,-111.939079,,,,,,0
4879,117071,Northstar Dr / Cornell St (EB),289 N 1460 W & Cornell Cir,40.775599,-111.933402,,,,,,1
4886,116015,North Temple St @ 2160 W,2165 W North Temple,40.771597,-111.952718,,,,,,0
4948,116003,North Temple St @ 2242 W,2249 W North Temple,40.771557,-111.954665,,,,,,0
4978,823100,Main St @ 444 S,439 S Main St,40.160559,-111.610776,,,,,,1
5006,109126,Main St @ 1 N    (Bountiful),1 N Main St & Center St,40.889465,-111.880806,,,,,,1
5053,633087,Main St @ 2030 N   (Layton),2030 N Main St & 450 S,41.090395,-112.002129,,,,,,0
5060,633094,State St @ 595 S,595 S State St & 550 E,41.104936,-112.01669,,,,,,0
5063,633097,Main St @ 708 N,708 N Main St & 650 N,41.123977,-112.025891,,,,,,1
5068,633102,Main St @ 1802 N    (Sunset),1802 N Main St & 1800 N,41.140349,-112.025912,,,,,,1
5093,805055,State St @ 183 N,183 N State St & 200 N,40.381202,-111.813995,,,,,,1
5100,805062,Main St @ 54 E,54 E Main St & 100 E,40.376704,-111.796726,,,,,,1
5127,805090,State St @ 97 E,97 E State St & 100 E,40.397372,-111.848046,,,,,,0
5198,107026,Chase Ln @ 50 E,50 E Chase Ln & Main St,40.929062,-111.878032,,,,,,0
5202,109003,400 E @ 347 N,347 N 400 E & 400 N,40.921093,-111.872367,,,,,,0
5310,104024,Main St @ 1170 N,1170 N Main St & 1150 N,40.999881,-111.899461,,,,,,1
5343,629172,Harrison Blvd @ 4605 S   (Ogden),4605 S Harrison Blvd & 5100 S,41.179281,-111.949339,,,,,,0
5370,806006,Main St @ 155 S,155 S Main St & 100 S,40.361893,-111.740666,,,,,,1
5394,806030,Main St @ 150 S,150 S Main St & 200 S,40.362005,-111.740797,,,,,,1
5479,125021,200 S / 300 W (EB),265 W 200 S & 300 W,40.764946,-111.898927,,,,,,1
5481,125023,200 S / West Temple (EB),121 W 200 S,40.764883,-111.894684,,,,,,1
5482,126530,200 S / State St (EB),116 E 200 S,40.764899,-111.88753,,,,,,1
5491,117004,300 W / North Temple (NB),127 North & 300 West,40.772212,-111.899478,,,,,,1
5492,117005,North Temple / 300 W (EB),275 W North Temple St & 300 W,40.771412,-111.898568,,,,,,1
5493,117006,North Temple / 150 W (EB),175 W North Temple St & 200 W,40.771406,-111.895316,,,,,,1
5498,126507,State St / 150 S (SB),152 S State St,40.765872,-111.888422,,,,,,1
5502,126511,State St / 400 S (NB),355 S State St & Exchange PL,40.761431,-111.888044,,,,,,1
5504,126513,State St / 150 S (NB),185 S State St & 200 S,40.76587,-111.888062,,,,,,1
5512,125001,West Temple / South Temple (SB),20 S WEST TEMPLE & SOUTH TEMPLE,40.768506,-111.89415,,,,,,1
5635,817036,2230 N / 350 W (EB),446 W 2230 N,40.263511,-111.665425,,,,,,0
5699,817085,2230 N / Freedom Blvd (WB),210 W 2230 N & Freedom Blvd,40.263524,-111.661618,,,,,,0
5702,817088,University Pkwy @ 2266 N,2266 N University Pkwy,40.263677,-111.667945,,,,,,1
5774,821022,State St @ 2390 S,,40.201583,-111.621632,,,,,,0
5892,135263,4000 W @ 4071 S,4071 S 4000 W & 4100 S,40.682831,-111.986537,,,,,,1
5900,135271,3500 S / 4000 W (EB),3955 W 3500 S & 4000 W,40.696503,-111.985301,,,,,,1
6145,174034,Highland Dr @ 8089 S,8089 S Highland Dr & Creek Rd,40.603643,-111.832918,,,,,,0
6152,174042,Highland Dr @ 8052 S,8052 S Highland Dr & Creek Rd,40.605037,-111.833112,,,,,,1
6384,125244,Navajo St / Glendale Dr (SB),1186 S Navajo St & Glendale Dr,40.743395,-111.930218,,,,,,1
6410,125270,Navajo St / Glendale Dr (NB),1185 W Navajo St & Glendale Dr,40.743523,-111.929944,,,,,,1
6419,125279,Navajo St / Indiana Ave (NB),861 S Navajo St & W Indiana Ave,40.751041,-111.929417,,,,,,1
6444,125304,800 W / 800 S (SB),798 S 800 W & 800 S,40.752275,-111.914105,,,,,,0
6445,125305,800 W / 800 S (NB),791 S 800 W & 800 S,40.752301,-111.913821,,,,,,1
6587,134074,4100 S @ 4820 W,4820 W 4100 S & 4800 W,40.682113,-112.006356,,,,,,1
6676,135149,4000 W @ 4122 S,4122 S 4000 W & 4100 S,40.681614,-111.986705,,,,,,1
6781,137201,Highland Dr @ 3330 S,3330 S Highland Dr & Highland Dr,40.699169,-111.850597,,,,,,0
6788,137208,Highland Dr @ 3910 S,3910 S Highland Dr & Highland Dr,40.686654,-111.845058,,,,,,0
6833,137247,1300 E @ 3849 S,3849 S 1300 E,40.687554,-111.85401,,,,,,1
6842,137256,Richmond St @ 2917 S,2917 S Richmond St & Zenith Ave,40.707759,-111.855262,,,,,,0
6984,137316,3900 S @ 110 E,110 E 3900 S & State St,40.686974,-111.887511,,,,,,1
6986,137318,3900 S @ 298 E,298 E 3900 S & 300 E,40.686992,-111.883004,,,,,,0
6990,137322,3900 S @ 718 E,718 E 3900 S & 700 E,40.686955,-111.870613,,,,,,0
7006,137338,3900 S @ 1275 E,1275 E 3900 S & 1300 E,40.687147,-111.85482,,,,,,1
7010,137342,3900 S @ 887 E,887 E 3900 S & 900 E,40.687097,-111.866122,,,,,,1
7013,137345,3900 S @ 685 E,685 E 3900 S & 700 E,40.687131,-111.872043,,,,,,1
7019,137351,3900 S @ 85 E,85 E 3900 S & State St,40.687112,-111.889025,,,,,,1
7020,137352,4500 S / State St (EB),110 E 4500 S & State St,40.674219,-111.887738,,,,,,0
7119,137453,State St @ 4608 S,4608 S State St & 4600 S,40.671416,-111.888497,,,,,,0
7759,127094,Foothill Dr @ 2160 S,2160 S Foothill Dr & 2100 S,40.725166,-111.814604,,,,,,0
7766,127101,Foothill Dr @ 2135 S,2135 S Foothill Dr & 2100 S,40.725364,-111.814443,,,,,,0
7773,127108,Foothill Dr @ 1325 S,1325 S Foothill Dr & 1300 S,40.741408,-111.826945,,,,,,0
7891,112094,Orchard Dr @ 2572 S,2572 S Orchard Dr & 150 W,40.861874,-111.883697,,,,,,0
7904,111074,Us Hwy 89 @ 355 N   (N. Salt Lake),355 N Us Hwy 89 & 350 N,40.848543,-111.906771,,,,,,1
7907,111077,Us Hwy 89 @ 16 S   (N. Salt Lake),16 S Us Hwy 89 & Center St,40.841421,-111.910559,,,,,,1
7945,112037,Orchard Dr @ 2698 S,2698 S Orchard Dr,40.859943,-111.887698,,,,,,1
8121,126043,1300 E @ 875 S,875 S 1300 E & 900 S,40.750374,-111.853784,,,,,,0
8125,126047,1300 E @ 401 S,,40.760469,-111.853719,,,,,,1
8132,126558,Stadium Station (SB),368 S University St & 400 S,40.760958,-111.852451,,,,,,0
8133,126559,1300 E @ 480 S,480 S 1300 E & 500 S,40.758913,-111.854078,,,,,,1
8137,126563,1300 E @ 896 S,896 S 1300 E & 900 S,40.75004,-111.854,,,,,,1
8151,126577,1300 E @ 2078 S,2078 S 1300 E & E 2100 S,40.725769,-111.853969,,,,,,1
8194,117124,1000 N / 900 W (EB),901 W 1000 N & 900 W,40.790968,-111.917202,,,,,,0
8287,629141,4700 S / 275 W (WB),276 W 4700 S & 300 W,41.177799,-111.982491,,,,,,0
8302,629149,Harrison Blvd @ 4255 S,4255 S Harrison Blvd & 42Nd St,41.185841,-111.949189,,,,,,1
8339,629159,Old Post Rd @ 4630 S    (Ogden),4630 S Old Post Rd & 4600 S,41.178437,-111.947701,,,,,,0
8342,629162,Harrison Blvd @ 4286 S,4286 S Harrison Blvd & 4275 S,41.185141,-111.948913,,,,,,0
8389,628122,1900 W @ 4410 S,4410 S 1900 W & 4400 S,41.182701,-112.025793,,,,,,1
8453,627049,3500 W @ 5702 S,5702 S 3500 W & 5700 S,41.158903,-112.064393,,,,,,0
8474,629113,300 W / 4700 S (NB),4720 S 300 W & 4800 S,41.177454,-111.982871,,,,,,1
8475,629114,4700 S / 200 W (EB),205 W 4700 S & 200 W,41.177681,-111.980769,,,,,,0
8546,623188,Washington Blvd / 28th St (NB),2790 S Washington Blvd & 2800 S,41.214696,-111.970483,,,,,,1
8556,629030,Washington Blvd / 40th St (SB),4035 S Washington Blvd & 4000 S,41.190016,-111.971319,,,,,,0
8558,629032,300 E / 4425 S (SB),4421 S Army St & 4425 S,41.183007,-111.973596,,,,,,0
8561,629035,300 E / 4700 S (SB),4693 S Army St & 4700 S,41.177675,-111.973718,,,,,,0
8562,629036,4700 S / 200 E (WB),230 E 4700 S & 200 E,41.177691,-111.975528,,,,,,0
8575,629049,5300 S / Sunset Dr (EB),655 E 5300 S & 600 E,41.168091,-111.964718,,,,,,0
8604,629075,300 E / 4600 S (NB),4611 S Army St & 4600 S,41.179242,-111.973598,,,,,,0
8608,629079,Washington Blvd / 40th St (NB),3986 S Washington Blvd & 40Th St,41.191001,-111.971022,,,,,,1
8613,623202,Wall Ave @ 1725 S,1725 S Wall Ave & 17Th St,41.236056,-111.978676,,,,,,1
8614,623203,Wall Ave @ 1710 S,1710 S Wall Ave & 17Th St,41.236276,-111.978412,,,,,,0
8624,632019,2000 W @ 326 N,326 N 2000 W & W 350 N,41.118571,-112.064427,,,,,,1
8634,632029,2000 W @ 261 N    (West Point),261 N 2000 W & 300 N,41.117365,-112.064585,,,,,,1
8652,623066,12Th St @ 320 E,320 E 12Th St & Washington Blvd,41.244427,-111.970876,,,,,,1
8661,615024,1200 W @ 1064 S,1064 S 1200 W & 1200 S,41.24618,-112.00943,,,,,,1
8674,615037,1200 W @ 1063 S,1063 S 1200 W & 1200 W,41.246202,-112.009613,,,,,,0
8676,622009,12Th St @ 1007 W     (Ogden),1007 W 12Th St & 1200 W,41.244472,-112.004151,,,,,,1
8681,623073,12Th St @ 275 E,275 E 12Th St & 300 E,41.244232,-111.972931,,,,,,0
8716,623099,Polk Ave @ 2990 S   (Ogden),2990 S Polk Ave & 30Th S,41.210109,-111.942916,,,,,,1
8756,623128,Harrison Blvd @ 1590 S,1590 S Harrison Blvd & 16Th St,41.238978,-111.945491,,,,,,0
8834,102015,Fairfield Rd. @ 411 N.,401 N 100 E & Crestwood Rd,41.040985,-111.936091,,,,,,1
8839,102020,Crestwood Dr @ 498 E,498 E Crestwood Dr & 500 E,41.043481,-111.927493,,,,,,0
8850,102031,Main St @ 10 N    (Kaysville),10 N Main St & Center St,41.035174,-111.938494,,,,,,1
8860,101042,Fairfield Rd @ 920 N,920 N Fairfield Rd & Gordon Ave,41.073159,-111.950119,,,,,,0
8862,633077,Antelope Dr @ 345 E   (Clearfield),345 E Antelope Dr & 400 E,41.089237,-112.018783,,,,,,0
8877,633018,State St @ 226 S,226 S State St,41.110409,-112.023061,,,,,,1
8908,101007,Layton Hills Mall,425 W Ring Rd & Ring Rd,41.078921,-111.974571,,,,,,1
8913,101012,Hill Field Rd @ 1748 N,1748 N Hill Field Rd & Paul Ave,41.084944,-111.973341,,,,,,0
8936,633059,State St @ 151 S   (Clearfield),151 S State St & 150 S,41.111453,-112.023765,,,,,,0
8945,632008,1000 W @ 762 N,762 N 1000 W & 800 N,41.124815,-112.045181,,,,,,1
8956,611007,400 E / Elberta Dr (NB),2828 N 400 E & Elberta,41.31166,-111.968534,,,,,,0
8959,611010,450 E / 3100 N (NB),3098 N 450 E & 3100 N,41.317201,-111.966601,,,,,,0
8965,611016,3100 N / 1050 E (EB),1045 E 3100 N & 1050 E,41.317169,-111.947631,,,,,,0
9004,616060,Washington Blvd / Lockwood Dr (SB),1417 N Washington Blvd,41.283457,-111.969349,,,,,,1
9011,616069,Washington Blvd / 2nd St (SB),223 S Washington Blvd & 2Nd St,41.258671,-111.969857,,,,,,1
9051,616081,Monroe Blvd @ 951 N,951 N Monroe Blvd & 950 N,41.274924,-111.959164,,,,,,0
9055,616085,Monroe Blvd. @ 377 N,,41.266054,-111.959402,,,,,,0
9061,616091,Monroe Blvd @ 625 S,625 S Monroe Blvd & 700 S,41.252934,-111.954621,,,,,,0
9093,616119,Harrison Blvd @ 708 S,708 S Harrison Blvd & 7Th St,41.251238,-111.947887,,,,,,1
9095,616121,Harrison Blvd @ 250 S,250 S Harrison Blvd & 2Nd St,41.258087,-111.947814,,,,,,0
9155,623064,Wall Ave @ 3615 S     (Ogden),3615 S Wall Ave & 36Th St,41.197381,-111.979542,,,,,,1
9175,628015,5700 S / 2000 W (WB),1998 W 5700 S & 2950 W,41.159687,-112.028251,,,,,,0
9215,610022,2700 N @ 1670 W,1670 W 2700 N & 2700 N,41.306693,-112.019392,,,,,,1
9248,623002,Washington Blvd / 25th St (NB),2466 S Washington Blvd & 2500 S,41.221071,-111.970371,,,,,,1
9249,623003,Washington Blvd / 23rd St (NB),2280 S Washington Blvd & 2300 S,41.225194,-111.970231,,,,,,1
9251,623005,Washington Blvd / 21st St (NB),2070 S Washington Blvd & 2100 S,41.229395,-111.970103,,,,,,1
9252,623006,Washington Blvd / 20th St (NB),1970 S Washington Blvd & 2000 E,41.231608,-111.970065,,,,,,1
9259,623013,Washington Blvd / 12th St (NB),1146 S Washington Blvd & 12Th St,41.244797,-111.969785,,,,,,1
9297,623021,Washington Blvd / 20th St (SB),2004 S Washington Blvd & 20Th St,41.230785,-111.970432,,,,,,1
9299,623023,Washington Blvd / 22nd St (SB),2209 S Washington Blvd & 22St St,41.226238,-111.970521,,,,,,1
9300,623024,Washington Blvd / 23rd St (SB),2335 S Washington Blvd & 23Rd St,41.224347,-111.970566,,,,,,1
9302,616031,Washington Blvd / 2nd St (NB),120 S Washington Blvd & 200 S,41.259761,-111.969473,,,,,,1
9305,616034,Ogden-Weber Technical College,502 E Avc Ln & Washington Blvd,41.26354,-111.965284,,,,,,1
9314,616043,Washington Blvd / 1100 N (NB),1110 N Washington Blvd & 1100 N,41.277606,-111.969147,,,,,,1
9316,616045,Washington Blvd / Lockwood Dr (NB),1410 N Washington Blvd & 1400 N,41.283394,-111.969046,,,,,,0
9326,611004,Washington Blvd / 2600 N (NB),2626 N 400 E & 2600 N,41.306538,-111.968553,,,,,,1
9410,622021,Industrial Dr @ 2640 S   (Ogden),2640 S Industrial Dr & 1125 W,41.217741,-112.011881,,,,,,1
9417,622028,Hinckley Dr / 1325 W (WB),1350 W Hinkley Dr & Hinkley Dr,41.203242,-112.012011,,,,,,0
9451,628047,1900 W @ 5570 S    (Roy),5570 S 1900 W & 5600 S,41.162659,-112.025904,,,,,,1
9551,126534,100 S @ 298 E,298 E 100 S & 300 E,40.767065,-111.882795,,,,,,1
9553,126540,100 S @ 890 E,890 E 100 S & 900 E,40.767106,-111.865667,,,,,,1
9569,126060,100 S @ 305 E,305 E 100 S & 300 E,40.767254,-111.882215,,,,,,0
9601,127015,Arapeen Dr / Sunnyside Ave (NB),789 S Arapeen Dr & Sunnyside Ave,40.751272,-111.826559,,,,,,0
9612,127026,Wakara Way / Komas Dr (EB),601 S Wakara Way & Komas Dr,40.756206,-111.831842,,,,,,0
9617,127031,ARAPEEN DR @ 800 S (SB),800 S ARAPEEN DR & SUNNYSIDE AVE,40.751099,-111.826784,,,,,,0
9662,816024,Main St / 2000 S (NB),2001 S Main St & 2000 S,40.260575,-111.694768,,,,,,0
9694,816057,State St. @ 422 S,,40.28937,-111.691829,,,,,,1
9705,816012,Main St / 2000 S (SB),2008 S Main St,40.260498,-111.694915,,,,,,1
9743,820017,300 S / State St (EB),780 E 300 S & 700 E,40.229615,-111.645421,,,,,,0
9883,623298,Washington Blvd / 36th St (NB),3560 S Washington Blvd & 3600 S,41.198184,-111.970868,,,,,,1
10337,817240,State St @ 1360 S,1360 S State St & 1400 S,40.272233,-111.684252,,,,,,1
10338,817241,State St @ 1532 S,1515 S State St,40.269399,-111.682935,,,,,,1
10339,817242,State St @ 1632 S,1627 S State St,40.267295,-111.681994,,,,,,1
10340,806106,State Rd @ 1344 W,1344 W State Rd & 1300 W,40.368219,-111.760181,,,,,,1
10341,806011,State St @ 1084 E,1084 E State St & 4650 W,40.370422,-111.769827,,,,,,0
10342,806012,State St @ 935 E,935 E State St & 200 W,40.371101,-111.772851,,,,,,0
10343,806107,State St @ 765 E,765 E State St & Center St,40.372234,-111.777782,,,,,,0
10344,806013,State St @ 695 E,695 E State St & 700 E,40.373066,-111.781157,,,,,,1
10345,806014,State St @ 565 E,565 E State St & 500 E,40.373723,-111.783928,,,,,,0
10347,805001,State St @ 255 E,255 E State St & 300 E,40.375488,-111.791676,,,,,,0
10348,805003,Main St @ 6 W,6 W Main St & Center St,40.376911,-111.798994,,,,,,1
10349,805004,Main St @ 98 W,98 W Main St & 100 W,40.376923,-111.801151,,,,,,1
10350,805006,Main St @ 308 W,308 W Main St & 300 W,40.376962,-111.806997,,,,,,0
10351,805007,Main St @ 434 W,434 W Main St & 470 W,40.376978,-111.810089,,,,,,0
10352,805008,State St @ 124 W,124 W State St & 600 S,40.379857,-111.813272,,,,,,0
10381,805056,State St @ 131 N,131 N State St & 200 N,40.379225,-111.813363,,,,,,0
10382,805057,Main St @ 451 W,451 W Main St & Roosevelt St,40.376788,-111.810254,,,,,,0
10384,805058,Main St @ 265 W,265 W Main St & 200 W,40.376756,-111.805551,,,,,,0
10388,820226,500 W @ 358 N,358 N 500 W & 400 N,40.238382,-111.667354,,,,,,1
10390,817254,500 W @ 508 N,508 N 500 W & 500 N,40.240802,-111.667323,,,,,,1
10393,817256,500 W @ 852 N,852 N 500 W & 940 N,40.245064,-111.667301,,,,,,0
10394,817257,500 W @ 988 N,988 N 500 W & 940 N,40.246757,-111.667317,,,,,,1
